,shopping_frequency,tran_amount_max,tran_amount_mean,date_range_days
6399,11,67,53.45454545454545,1317
113,17,94,58.76470588235294,1339
5842,14,78,49.57142857142857,1280
5038,8,77,43.75,1212
4256,12,102,67.41666666666667,1170
507,21,89,63.0,1328
3399,21,101,73.0952380952381,1184
3032,27,104,72.66666666666667,1384
2618,17,103,74.70588235294117,1367
2418,30,105,72.86666666666666,1219
3269,26,105,71.84615384615384,1286
3929,25,104,70.52,1368
350,24,103,67.33333333333333,1240
4022,16,100,58.875,1248
3396,17,105,69.0,1312
4523,23,98,67.52173913043478,1200
1114,17,104,74.70588235294117,1268
4923,21,105,74.95238095238095,1272
298,15,104,77.33333333333333,1289
5493,21,78,46.142857142857146,1296
5465,15,76,41.46666666666667,1352
6852,17,77,44.470588235294116,1265
5245,15,74,37.86666666666667,1224
5621,16,75,35.625,1124
2815,26,103,71.3076923076923,1125
229,13,103,79.84615384615384,1287
6123,13,76,51.84615384615385,1349
2758,14,105,79.14285714285714,1141
4767,25,102,70.88,1228
6759,21,79,41.523809523809526,1241
5925,16,76,48.5625,971
2103,16,104,70.5,1303
5416,14,78,41.857142857142854,1298
2569,21,94,63.285714285714285,1396
4284,18,102,72.72222222222223,963
4591,21,94,69.85714285714286,1228
1614,20,103,71.05,1299
607,17,105,68.58823529411765,1264
2859,20,97,65.45,1121
1093,28,104,65.82142857142857,1293
6683,12,69,37.083333333333336,984
6768,13,79,53.30769230769231,1283
6538,13,79,52.15384615384615,996
203,15,105,68.66666666666667,966
2742,18,105,82.05555555555556,1358
3794,22,103,74.72727272727273,1228
837,26,101,76.5,1345
4122,15,105,72.13333333333334,1362
1230,17,94,68.52941176470588,1307
6403,15,79,52.666666666666664,1354
1609,23,102,74.8695652173913,1375
5941,12,78,38.583333333333336,1330
6564,14,75,31.928571428571427,1123
5690,20,79,42.75,1171
6043,12,78,39.833333333333336,1296
5284,16,68,41.8125,1300
6699,11,74,48.09090909090909,1220
2388,21,103,71.19047619047619,1213
5250,16,79,42.5,1266
2345,14,104,74.85714285714286,1362
6087,17,77,36.94117647058823,1303
657,20,93,67.8,1155
790,15,105,73.93333333333334,1179
2299,21,101,74.0952380952381,1306
4168,19,104,69.05263157894737,1145
1359,18,102,67.66666666666667,1228
5049,16,78,42.9375,1351
4660,26,105,72.73076923076923,1209
4800,20,104,69.0,1264
5224,18,77,41.27777777777778,1041
6012,13,75,37.0,1003
2603,19,103,72.73684210526316,1373
5717,12,75,47.083333333333336,1205
5261,16,74,48.625,1242
3100,20,104,71.85,1363
6317,17,74,44.0,1206
1780,17,93,69.47058823529412,1171
6618,13,79,53.23076923076923,914
803,6,104,82.83333333333333,771
857,29,102,63.827586206896555,1258
6327,14,78,41.5,1146
3248,11,104,80.45454545454545,1070
5430,20,74,41.4,974
219,15,105,78.0,1368
1288,16,100,67.625,1287
582,22,100,60.45454545454545,1193
43,19,97,69.3157894736842,1237
1234,28,98,64.89285714285714,1283
2549,24,105,67.25,1354
6667,10,66,38.9,1219
1892,24,104,80.79166666666667,1355
6025,12,76,44.0,1258
3752,18,101,72.61111111111111,1239
5695,21,77,48.42857142857143,1163
1071,13,105,65.76923076923077,1111
718,17,102,69.11764705882354,1296
1505,17,104,68.05882352941177,1038
670,17,94,69.05882352941177,1283
5508,10,77,43.9,437
5045,12,72,42.583333333333336,1149
897,12,104,78.58333333333333,1374
5542,15,79,47.333333333333336,1198
3892,18,104,72.33333333333333,1285
3931,17,103,65.23529411764706,1239
4060,21,98,64.85714285714286,1266
5498,12,72,39.583333333333336,1366
2921,22,101,74.45454545454545,1327
2704,19,98,72.42105263157895,1266
6093,19,78,46.1578947368421,1174
5896,13,76,48.53846153846154,1368
6645,14,78,41.642857142857146,1257
1874,25,101,68.8,1292
1769,26,103,69.26923076923077,1203
5003,16,75,35.5,1303
2850,16,105,76.5,1388
1983,24,101,68.08333333333333,1226
531,27,103,77.29629629629629,1216
4071,17,101,69.0,1344
2900,24,105,62.916666666666664,1327
2163,18,99,62.55555555555556,1285
731,20,97,71.6,1210
2339,23,103,75.47826086956522,1311
5533,15,78,41.0,1146
2232,11,105,69.9090909090909,1176
3795,19,103,70.73684210526316,1270
3551,14,100,67.07142857142857,1240
1255,19,103,63.578947368421055,1306
2104,22,101,72.5909090909091,1261
3355,22,103,67.27272727272727,1373
3480,17,101,68.05882352941177,1287
898,17,105,63.294117647058826,1221
428,19,96,63.10526315789474,1334
4750,22,96,66.31818181818181,1305
4172,14,94,60.214285714285715,1249
5389,17,73,39.11764705882353,1149
6876,14,77,39.42857142857143,1127
1222,17,101,70.70588235294117,1288
4041,21,99,71.71428571428571,1196
4949,11,100,83.18181818181819,1203
3809,12,101,75.66666666666667,1108
4100,25,101,66.76,1296
1096,28,102,63.642857142857146,1356
2072,20,102,78.9,1356
6218,14,78,43.57142857142857,1027
4622,16,104,67.0,1343
5808,17,77,42.88235294117647,1187
1788,26,104,75.15384615384616,1230
4990,26,104,64.8076923076923,1350
5362,17,77,40.0,1233
528,19,91,64.84210526315789,1228
5214,14,78,43.5,1155
192,15,95,58.266666666666666,1243
5843,12,79,48.333333333333336,1284
1126,15,94,77.06666666666666,1326
5325,10,77,54.1,1207
2534,22,101,67.9090909090909,1326
2582,19,102,72.47368421052632,1298
304,20,105,75.65,1336
2644,19,102,66.89473684210526,1260
1292,23,102,71.34782608695652,1291
70,24,105,72.875,1259
2647,23,104,71.56521739130434,1227
3731,15,93,59.733333333333334,1154
2509,28,97,67.32142857142857,1257
831,20,104,72.95,1278
2954,22,105,70.63636363636364,1321
1456,28,105,67.89285714285714,1391
5433,19,77,46.10526315789474,1332
238,27,98,73.92592592592592,1351
92,17,99,60.1764705882353,1280
2579,15,94,68.46666666666667,1140
3346,27,104,75.0,1202
6607,15,79,47.2,1064
5786,12,71,50.25,1162
2722,23,104,71.3913043478261,1375
3207,19,101,74.15789473684211,1321
4318,17,104,72.05882352941177,978
1001,27,101,70.07407407407408,1360
3098,14,103,77.07142857142857,1165
6602,7,58,37.142857142857146,888
2377,19,104,71.42105263157895,1252
6337,9,74,40.0,1157
2673,21,104,76.95238095238095,1315
5681,12,59,37.833333333333336,1124
1532,20,105,75.35,1069
4161,24,103,59.791666666666664,1239
411,15,100,61.86666666666667,1149
2677,20,104,75.45,1393
6609,12,75,42.416666666666664,1375
6359,13,77,55.53846153846154,1010
5059,13,72,31.923076923076923,1341
3535,27,104,72.4074074074074,1349
4280,19,103,77.52631578947368,1285
2718,21,105,72.66666666666667,1148
6280,16,70,32.5,1226
5244,14,75,38.5,1224
2526,13,99,66.76923076923077,1317
633,22,105,73.4090909090909,1369
498,19,95,69.78947368421052,1366
4715,20,100,71.6,1361
637,17,92,69.05882352941177,1207
720,25,103,71.84,1154
6099,8,75,40.0,1142
757,14,104,62.0,1356
2440,21,104,69.85714285714286,1004
6023,18,77,40.111111111111114,1242
3951,27,103,70.4074074074074,1327
4775,17,101,74.52941176470588,1148
3703,25,105,72.16,1260
596,25,104,71.6,1316
5453,9,79,60.44444444444444,1269
1068,23,105,73.26086956521739,1370
1942,14,105,73.42857142857143,1137
1647,18,98,73.05555555555556,1261
2944,19,101,71.47368421052632,1286
1700,16,104,70.875,1344
5522,10,77,54.9,1345
4834,18,101,71.66666666666667,1303
86,22,100,71.4090909090909,1335
2308,28,104,63.142857142857146,1252
2594,29,105,66.51724137931035,1368
4862,13,97,77.07692307692308,1295
1029,17,105,63.529411764705884,1285
2934,11,102,71.63636363636364,1212
3717,27,105,69.25925925925925,1262
2144,20,103,69.2,971
4304,21,104,67.80952380952381,1321
1200,26,103,68.03846153846153,1243
2025,17,105,70.6470588235294,1252
621,20,103,75.3,1124
6260,17,72,44.88235294117647,1346
566,18,102,68.33333333333333,1239
1837,24,105,65.875,1248
1334,10,101,70.1,820
2879,23,104,69.26086956521739,1297
6551,17,77,46.705882352941174,1245
2099,11,97,67.36363636363636,1299
2843,17,105,72.3529411764706,1234
4013,20,104,65.95,1386
5659,13,75,40.84615384615385,1019
1688,16,98,66.4375,1192
745,25,105,68.68,1296
5950,9,74,51.77777777777778,952
5216,11,64,40.63636363636363,1098
2187,23,103,65.6086956521739,1285
195,18,101,67.77777777777777,1186
4087,14,103,78.78571428571429,1327
2542,19,103,85.63157894736842,1351
4531,22,104,71.86363636363636,1334
802,18,100,69.66666666666667,1148
4209,12,103,67.0,1342
2350,24,102,76.79166666666667,1203
4447,14,104,70.07142857142857,1340
2068,25,104,76.44,1065
5317,6,79,37.166666666666664,1226
644,18,99,65.33333333333333,1164
6085,15,72,44.2,1203
5411,10,73,50.0,986
2992,21,105,68.52380952380952,1305
4776,18,102,69.33333333333333,1140
120,20,103,72.6,1275
1777,22,103,69.81818181818181,1294
4323,19,103,71.10526315789474,1266
5532,12,74,39.25,1110
2135,21,104,76.04761904761905,1150
4550,22,101,73.0909090909091,1348
4527,23,100,73.69565217391305,1304
134,20,105,71.55,1067
6079,18,77,42.72222222222222,1269
6418,16,77,41.5,1370
4503,14,105,76.35714285714286,1309
62,23,96,67.56521739130434,1310
4486,21,103,75.80952380952381,1304
5992,19,78,48.1578947368421,1329
3347,14,103,68.57142857142857,1142
3226,22,104,66.72727272727273,1236
3614,14,105,66.57142857142857,1047
679,21,99,76.52380952380952,1400
4912,25,105,69.8,1374
741,17,104,71.29411764705883,1117
1211,22,104,75.5,1231
2170,17,103,72.88235294117646,1369
5994,9,60,38.55555555555556,1184
4698,30,105,67.4,1358
567,28,104,70.57142857142857,1385
1873,16,98,70.8125,1113
3159,20,103,70.5,1187
1717,24,105,74.75,1310
1392,11,103,84.27272727272727,1173
5168,14,69,44.857142857142854,1254
2707,27,105,71.11111111111111,1192
489,27,103,66.18518518518519,1290
3852,20,97,61.85,1286
690,27,104,70.85185185185185,1284
3237,23,104,78.30434782608695,1128
602,16,105,78.0,1270
1911,19,104,65.36842105263158,1211
4727,14,104,69.0,1280
6264,4,75,59.75,152
4871,17,104,68.88235294117646,1326
6544,15,78,56.06666666666667,1282
2366,21,104,66.23809523809524,1336
1187,29,97,68.34482758620689,1238
274,14,98,71.28571428571429,1192
6637,11,65,43.81818181818182,1368
1361,19,105,75.21052631578948,1342
6324,16,76,42.875,1182
1526,25,105,67.6,1395
3488,19,103,62.1578947368421,1253
4436,13,105,72.84615384615384,1288
4708,16,104,74.75,1306
5899,10,79,44.9,739
3076,18,103,78.61111111111111,1254
6473,12,72,41.916666666666664,1323
4015,15,102,80.53333333333333,1270
945,17,105,72.82352941176471,1180
5440,15,78,54.0,1161
2250,30,104,76.76666666666667,1264
5395,13,68,42.84615384615385,1379
3334,25,105,78.92,1333
6191,13,79,52.92307692307692,1345
2346,18,100,65.61111111111111,1353
68,23,104,71.17391304347827,1253
5041,12,75,46.5,1338
6788,17,77,41.705882352941174,1170
1598,22,105,74.31818181818181,1344
5666,12,79,42.833333333333336,1369
5370,7,63,40.0,1205
6581,16,68,41.5,1253
1503,30,103,69.66666666666667,1321
5335,10,67,36.5,1223
150,16,100,65.0,1198
2726,18,101,72.83333333333333,1202
2086,24,104,72.58333333333333,1357
6274,10,76,33.0,1020
2259,25,103,72.8,1327
5890,8,79,45.375,1139
2886,18,104,75.16666666666667,1238
5307,18,78,46.44444444444444,1210
6090,19,76,48.78947368421053,1340
859,16,98,70.625,1149
2592,17,97,69.88235294117646,1152
2609,29,103,67.75862068965517,1370
4121,11,103,72.27272727272727,825
4059,18,102,71.44444444444444,1396
366,19,104,68.42105263157895,1301
1432,22,104,67.72727272727273,1229
4815,13,103,70.61538461538461,1361
1779,24,105,75.95833333333333,1333
6169,10,68,43.6,907
3129,18,93,62.111111111111114,1359
1818,26,103,75.1923076923077,1133
6630,15,77,35.266666666666666,1088
841,20,105,76.7,1347
1189,14,95,69.14285714285714,1036
175,20,104,72.0,1168
5660,11,75,45.54545454545455,1192
617,24,100,65.29166666666667,1304
2093,23,100,66.17391304347827,1192
2840,18,103,66.11111111111111,1351
5218,18,67,36.94444444444444,1267
4316,26,104,71.03846153846153,1388
1030,23,105,75.34782608695652,1311
3035,25,103,69.56,1362
300,22,100,72.68181818181819,1382
1472,25,102,72.56,1311
283,22,104,77.45454545454545,1383
2028,12,103,71.0,1032
4901,17,105,78.0,1176
4991,25,103,69.2,1311
5461,15,77,47.46666666666667,1260
1813,14,97,71.21428571428571,1319
1271,20,82,61.35,1292
4216,15,103,72.93333333333334,1012
3921,22,104,76.68181818181819,1218
5033,15,79,41.93333333333333,1240
2313,20,104,68.3,1298
2008,12,100,67.33333333333333,1312
4517,26,104,71.0,1225
5782,15,68,39.6,1291
6272,13,75,45.23076923076923,1180
3639,15,105,82.13333333333334,1325
3305,26,105,73.6923076923077,1279
6027,15,75,47.8,1296
99,18,104,67.66666666666667,1227
3947,20,103,74.3,1306
744,17,103,62.529411764705884,1150
6369,10,79,44.2,1175
480,19,102,63.94736842105263,1303
6342,18,77,48.5,1268
6690,19,79,46.0,1321
5324,9,75,49.77777777777778,999
1157,26,96,62.42307692307692,1351
1437,17,104,71.3529411764706,1189
2414,24,93,65.95833333333333,1248
4002,20,105,80.5,1189
402,16,104,65.375,1136
2195,13,105,79.76923076923077,1234
949,22,104,73.4090909090909,1374
4441,17,102,80.94117647058823,1153
2067,24,103,65.5,1322
3107,23,102,63.91304347826087,1264
4810,27,104,74.37037037037037,1307
668,19,105,66.57894736842105,1360
218,23,103,76.08695652173913,1267
1962,22,105,81.54545454545455,1325
4870,17,105,66.82352941176471,1267
4607,24,98,64.75,1256
2213,19,105,62.8421052631579,1262
3904,25,99,68.04,1395
2697,21,101,67.52380952380952,1277
4604,13,100,71.76923076923077,1285
4881,16,103,72.75,1328
2145,16,98,70.9375,1315
777,11,101,65.18181818181819,1337
2434,16,105,70.625,1292
5300,10,65,41.3,932
5807,14,76,44.285714285714285,921
4166,28,102,64.96428571428571,1270
1491,17,104,70.94117647058823,1175
6864,12,74,49.583333333333336,1192
4056,20,104,72.9,1374
3290,17,102,64.76470588235294,1367
5151,11,79,45.54545454545455,1238
6434,14,79,39.857142857142854,985
517,22,100,63.36363636363637,1278
2925,23,105,59.65217391304348,1284
5400,14,78,43.92857142857143,859
4958,19,103,68.10526315789474,1255
4712,19,105,71.36842105263158,1234
6708,17,75,39.11764705882353,1205
3208,38,105,69.65789473684211,1309
4051,28,102,72.75,1262
568,18,99,63.94444444444444,1345
360,19,102,65.3157894736842,1374
6764,17,78,43.64705882352941,1233
3123,17,94,61.94117647058823,1238
6577,9,77,55.77777777777778,1164
759,20,105,72.45,1232
3442,20,104,65.6,1313
6470,20,79,48.35,1202
5589,16,79,43.125,1143
5302,14,78,44.92857142857143,1232
214,27,102,71.85185185185185,1357
6010,17,72,37.411764705882355,1109
3946,18,104,63.666666666666664,1352
3102,23,104,70.91304347826087,1281
4162,18,91,63.666666666666664,1280
2699,18,105,77.0,1232
3025,17,105,70.70588235294117,1327
4043,26,100,70.6923076923077,1318
2244,31,103,71.64516129032258,1258
725,19,104,77.3157894736842,1282
4367,22,105,67.54545454545455,1350
49,22,103,63.13636363636363,1359
6246,10,76,36.4,1092
887,14,103,71.57142857142857,1250
6022,11,69,40.54545454545455,1326
4743,21,99,71.71428571428571,1324
6217,18,66,41.22222222222222,1062
516,21,103,69.33333333333333,1352
2881,20,103,69.25,1327
139,14,103,73.92857142857143,1093
6428,14,79,45.92857142857143,1134
5281,13,73,33.92307692307692,1272
3256,13,92,61.84615384615385,1367
5112,4,60,47.75,1066
463,26,101,61.96153846153846,1248
5809,16,73,42.9375,1281
1233,29,97,70.72413793103448,1385
594,23,105,73.08695652173913,1218
450,12,83,59.25,940
3611,24,105,71.125,1377
3089,17,104,76.41176470588235,1373
3386,18,102,67.94444444444444,1252
312,24,104,73.04166666666667,1346
5568,12,67,34.333333333333336,1127
4152,15,97,67.4,1312
4631,20,105,73.0,1363
451,17,105,65.17647058823529,954
5561,17,77,47.94117647058823,1274
890,19,101,74.6842105263158,1139
5973,21,77,41.904761904761905,1212
1506,18,103,72.5,1144
4105,20,104,72.0,1324
6441,8,75,46.75,1138
999,21,103,72.28571428571429,1308
389,26,102,75.57692307692308,1365
2330,26,103,71.15384615384616,1385
1476,23,105,67.8695652173913,1074
2240,16,104,74.375,1255
6188,13,73,44.30769230769231,1166
6567,15,74,43.6,1125
5744,5,73,51.4,1095
5806,8,64,31.0,944
1923,20,103,68.25,1246
758,24,98,61.333333333333336,1263
3758,19,103,65.36842105263158,1383
6024,11,65,34.81818181818182,1217
1293,12,102,69.5,1276
6069,10,72,41.6,1213
5760,12,74,48.25,1143
3139,22,105,68.5909090909091,1381
1907,23,103,69.26086956521739,1352
6526,20,77,45.35,1215
4772,18,104,73.33333333333333,1293
368,17,102,73.58823529411765,1315
1937,21,97,63.476190476190474,1342
1151,27,101,74.77777777777777,1353
4362,18,104,61.388888888888886,1354
5547,9,62,35.888888888888886,1206
6778,12,77,30.083333333333332,1255
191,22,104,74.27272727272727,1259
4374,20,102,70.3,1284
4428,16,94,68.875,1329
174,21,105,71.95238095238095,1280
1903,24,105,66.70833333333333,1299
1099,11,100,75.81818181818181,1236
4559,17,102,64.11764705882354,1368
3905,18,101,69.72222222222223,1272
2292,21,105,73.57142857142857,1342
5995,10,79,44.1,1388
6701,15,79,41.8,900
3780,22,103,63.81818181818182,1233
6486,11,72,40.54545454545455,1096
1164,14,105,76.5,1022
4630,27,103,72.96296296296296,1246
3861,23,102,70.69565217391305,1318
4110,22,95,63.5,1317
6474,9,79,51.333333333333336,1323
5274,9,77,54.55555555555556,1192
1661,22,104,67.0,1370
508,16,104,82.5,776
166,22,103,71.45454545454545,1274
3109,19,104,67.0,1284
4728,15,104,67.53333333333333,1105
3034,24,103,66.33333333333333,1310
4638,19,103,68.63157894736842,1252
103,35,102,67.48571428571428,1152
4918,25,104,68.92,1282
4165,19,105,75.10526315789474,1230
3023,14,105,67.21428571428571,1352
4977,20,102,68.05,1295
5410,10,76,43.4,1296
1752,23,101,62.69565217391305,1280
6147,11,74,54.45454545454545,1356
3634,31,105,75.38709677419355,1390
1658,25,96,68.28,1332
152,12,104,79.91666666666667,1326
3470,21,104,72.19047619047619,1309
2483,19,105,68.05263157894737,1271
1583,23,103,66.8695652173913,1299
2552,20,105,73.1,1390
3286,14,105,81.0,1293
2916,19,105,74.52631578947368,1186
3606,19,105,71.26315789473684,1252
5054,16,59,37.125,1287
5790,10,78,46.2,1179
2209,22,103,67.5909090909091,1266
3543,17,102,73.23529411764706,1227
4140,17,100,69.29411764705883,1156
1822,17,97,72.17647058823529,1333
6063,13,75,43.38461538461539,1128
4127,18,104,69.77777777777777,1162
4355,24,101,64.66666666666667,1347
309,27,102,70.22222222222223,1332
212,24,101,67.125,1011
3265,14,97,58.42857142857143,1227
5412,8,69,38.875,557
3671,19,99,68.84210526315789,1394
495,19,95,72.84210526315789,1326
205,16,101,71.625,1007
1434,24,97,66.16666666666667,1249
1135,17,104,66.94117647058823,1387
2584,21,104,66.04761904761905,1165
868,22,102,71.95454545454545,1332
3937,28,99,70.67857142857143,1381
305,15,94,71.73333333333333,1293
1849,30,105,72.76666666666667,1329
3203,18,105,74.5,1278
1988,18,102,79.83333333333333,1382
2798,20,100,66.55,1325
3680,20,102,68.4,1358
1534,17,93,59.94117647058823,1350
843,20,103,68.05,1293
1987,17,96,65.41176470588235,1256
6758,14,77,54.0,1266
5911,10,69,44.3,1124
3406,17,100,74.58823529411765,1338
383,17,105,66.94117647058823,1366
1538,15,105,76.6,996
211,23,105,69.34782608695652,1264
1957,22,99,67.5909090909091,1343
6569,14,76,46.857142857142854,1266
2438,20,104,70.15,1325
2727,29,105,69.93103448275862,1290
3128,20,105,71.7,1274
3630,15,95,65.0,1232
1349,22,105,61.59090909090909,1275
4303,18,97,69.44444444444444,1358
2865,15,102,70.06666666666666,1200
6134,14,73,37.5,1307
680,17,102,69.3529411764706,1261
180,18,98,72.61111111111111,1221
6556,16,75,43.3125,1195
2985,19,103,74.15789473684211,1184
6786,14,73,46.0,1364
278,19,99,63.68421052631579,1300
2851,23,103,70.82608695652173,1326
3898,24,103,70.75,1339
2480,27,105,66.81481481481481,1321
289,30,103,67.43333333333334,1175
4272,20,100,68.1,1252
5170,8,78,44.625,939
993,15,95,64.2,1077
2236,28,104,72.28571428571429,1229
6647,11,75,51.27272727272727,1239
39,16,104,65.0,1288
4855,20,104,77.65,1248
2754,17,103,70.58823529411765,1264
5519,10,78,51.8,1118
6132,13,68,37.0,1113
270,25,101,73.8,1290
2883,15,96,69.6,1227
5629,13,72,44.23076923076923,1243
5678,13,61,31.76923076923077,1170
5349,15,79,41.266666666666666,1370
111,17,105,76.41176470588235,1303
1391,15,99,66.73333333333333,1041
2600,20,101,74.85,1122
220,29,105,69.3103448275862,1239
6165,15,73,44.86666666666667,1136
4690,24,102,68.04166666666667,1395
4338,28,99,73.0,1138
83,20,98,68.9,1248
873,20,99,70.55,1332
6380,12,78,46.916666666666664,1208
4292,20,104,73.8,1305
461,19,105,81.0,1305
6614,15,62,35.8,1287
551,23,96,64.65217391304348,1202
4532,21,104,69.0,1234
2374,16,105,71.6875,1170
5787,6,77,51.666666666666664,1321
2246,23,103,70.1304347826087,1063
6481,13,74,31.53846153846154,1367
3706,13,99,72.46153846153847,1113
2450,16,104,79.625,1245
2329,26,103,66.1923076923077,1281
5774,14,76,40.42857142857143,824
2146,20,95,67.4,1280
6162,12,78,47.333333333333336,1364
5340,12,71,44.583333333333336,1186
6074,9,69,35.111111111111114,997
650,14,102,73.35714285714286,1274
708,25,105,75.92,1336
5885,14,79,47.785714285714285,1218
3296,14,105,61.785714285714285,1344
3539,18,103,69.88888888888889,1346
3150,19,100,72.3157894736842,1301
4615,22,105,75.72727272727273,1389
1424,25,101,75.44,1367
1216,27,104,69.18518518518519,1234
5775,15,76,41.06666666666667,1234
1924,23,101,69.0,1348
3666,18,105,70.5,1283
5356,19,72,38.36842105263158,1304
314,21,104,73.23809523809524,1339
3660,19,104,60.31578947368421,1286
1427,18,100,69.94444444444444,1266
5404,13,70,45.69230769230769,845
5473,12,74,48.166666666666664,1226
5247,11,77,43.54545454545455,1290
5975,9,71,34.111111111111114,1228
5701,17,79,41.588235294117645,1218
1105,17,100,75.88235294117646,1316
5065,11,75,43.72727272727273,1300
4222,21,104,70.76190476190476,1379
6888,13,77,41.0,1273
5770,5,70,45.6,668
684,20,103,73.1,1306
5044,13,77,39.07692307692308,1200
2765,22,98,62.86363636363637,1249
2943,17,99,62.529411764705884,1247
5366,12,61,38.0,1301
2451,21,102,70.76190476190476,1302
3050,16,105,66.75,1328
326,20,102,68.7,1257
3815,20,104,70.05,1298
6646,9,75,42.44444444444444,993
2176,21,98,71.23809523809524,1142
3477,18,105,63.666666666666664,1289
4020,22,101,71.27272727272727,1291
5958,11,79,39.72727272727273,1353
4151,21,100,70.04761904761905,1273
2787,17,105,74.11764705882354,1285
4684,16,103,74.3125,1249
3151,17,101,73.41176470588235,1400
1676,19,96,64.10526315789474,1313
348,18,103,65.83333333333333,1303
6091,8,75,48.875,1395
4371,21,92,71.0,1238
1626,25,103,71.96,1282
5090,11,67,40.81818181818182,1153
4522,16,105,68.9375,1125
3312,39,104,75.2051282051282,1335
871,15,104,71.33333333333333,882
4695,20,101,78.15,1235
3523,20,97,72.45,1319
3148,16,101,67.125,1238
2218,23,102,64.78260869565217,1339
5871,12,78,49.75,765
2121,16,105,73.5625,1281
3580,18,99,68.22222222222223,1174
3244,31,100,68.61290322580645,1351
85,17,99,69.41176470588235,1226
3771,15,104,67.46666666666667,1220
1877,26,97,65.46153846153847,1174
2801,17,105,68.17647058823529,1213
5437,10,79,41.6,1122
2640,26,105,73.92307692307692,1320
5893,16,79,50.0,1294
2880,14,100,65.71428571428571,1309
4453,23,104,67.65217391304348,1343
494,13,80,60.07692307692308,1156
5087,13,78,51.0,1233
2525,25,101,70.08,1345
4118,23,102,63.34782608695652,1349
6068,14,77,44.57142857142857,1219
5525,15,75,47.0,1276
1270,17,98,73.3529411764706,1192
6841,13,67,45.15384615384615,1227
3664,22,102,73.31818181818181,1384
2895,21,102,69.71428571428571,1262
3529,19,99,66.47368421052632,1037
5693,21,73,43.0,1302
618,19,101,66.3157894736842,1077
5891,14,75,44.642857142857146,1196
4112,19,105,78.36842105263158,1296
3513,28,103,68.75,1224
3428,32,104,73.78125,1310
5064,12,61,28.5,1162
4078,21,100,67.61904761904762,1381
1413,20,102,71.75,1288
2201,23,104,67.8695652173913,1195
2001,12,102,78.08333333333333,1259
5138,18,79,40.05555555555556,1318
869,17,101,76.3529411764706,1388
2358,30,102,67.83333333333333,1338
2006,22,105,65.27272727272727,1188
3279,21,92,71.71428571428571,1332
4766,12,96,68.5,1350
356,21,102,67.23809523809524,1304
1162,18,105,62.44444444444444,1364
5230,13,78,41.23076923076923,1336
3002,12,95,67.08333333333333,1260
3231,17,105,65.76470588235294,1282
4331,27,102,73.88888888888889,1193
3593,13,103,75.76923076923077,1270
6794,21,78,45.61904761904762,1327
1890,22,96,63.36363636363637,1345
579,20,104,76.15,1324
3997,35,105,71.6,1328
3429,25,104,63.28,1226
1691,15,98,68.93333333333334,1230
862,21,101,68.9047619047619,1195
4661,20,101,63.1,1111
5363,11,73,43.09090909090909,1337
2380,26,95,70.23076923076923,1325
2378,18,87,64.16666666666667,1389
4852,23,103,66.91304347826087,1089
5333,19,75,42.36842105263158,1307
3455,9,103,63.77777777777778,1198
1116,19,105,69.21052631578948,1297
1541,22,102,66.0909090909091,1300
3682,23,96,73.26086956521739,1350
5617,17,79,49.88235294117647,1234
6334,6,70,44.5,586
3499,23,105,67.73913043478261,1285
4647,19,105,73.47368421052632,1326
5500,18,78,46.666666666666664,1377
3165,22,102,67.63636363636364,1147
4602,21,100,56.714285714285715,1234
4482,25,96,66.84,1352
2500,26,101,63.46153846153846,1269
6083,15,78,40.46666666666667,1176
3936,22,101,66.54545454545455,1367
6101,16,75,40.3125,1229
6109,13,68,48.76923076923077,1249
6780,10,79,53.3,913
5551,18,74,48.94444444444444,1174
5186,14,75,48.92857142857143,1163
4756,31,105,72.90322580645162,1127
6565,10,59,39.0,1161
3276,19,105,75.89473684210526,1353
3992,16,105,68.875,1109
5118,15,77,50.2,1388
4574,13,101,82.3076923076923,1084
6605,11,75,42.45454545454545,1203
2052,29,103,66.06896551724138,1255
1776,24,104,74.66666666666667,1137
3357,15,94,69.26666666666667,1254
4210,16,96,73.0,1305
2536,17,102,62.0,1244
5604,4,77,55.25,878
4726,17,105,81.41176470588235,1237
1592,20,100,73.1,1252
1723,24,105,75.0,1101
6887,12,64,31.916666666666668,1073
2611,19,104,72.21052631578948,1338
4680,28,103,67.78571428571429,1345
490,20,102,70.05,1269
5789,14,71,39.785714285714285,1217
2910,24,105,76.66666666666667,1346
1006,16,105,67.4375,998
4558,22,102,82.31818181818181,1345
2503,31,100,73.0,1303
5021,14,75,43.5,1361
2314,28,105,67.71428571428571,1188
2554,19,105,70.15789473684211,1233
1417,19,104,82.3157894736842,1316
25,20,100,69.0,1336
2409,21,105,71.71428571428571,1091
1113,20,100,70.55,1223
4552,21,99,64.61904761904762,1333
1552,23,105,65.73913043478261,1293
6589,13,76,42.61538461538461,1194
5928,11,59,32.36363636363637,853
4863,17,104,78.29411764705883,1365
433,28,105,69.10714285714286,1333
4995,17,101,78.05882352941177,1260
2655,21,98,63.61904761904762,1297
3761,14,104,80.71428571428571,1067
4667,22,105,77.31818181818181,1265
6133,13,65,47.76923076923077,1172
1127,19,102,63.0,961
6633,14,78,49.07142857142857,1176
5111,13,78,51.30769230769231,1289
4439,17,101,63.529411764705884,1250
2518,25,105,72.84,1366
6621,14,77,45.57142857142857,1310
1102,21,105,68.57142857142857,1323
3270,21,105,71.52380952380952,1386
